_,Id,Name,RecordTypeId,hed__Account__c,Certificate_Type__c,Collaboration_with_External_Organisation__c,Content_Locationv2__c,Core_Conceptsv2__c,CourseLoop_Full_Proposal_URL__c,CourseLoop_Initial_Proposal_URL__c,Course_Code__c,Delivery_Comments__c,Delivery_Support__c,Delivery_Support_v2__c,Delivery_Type__c,Department_Left_Indented__c,Department_Right_Indented__c,Description__c,Design_Form_Status__c,End_Date__c,Canvas_Sub_Account__c,Evolve_with_QUTeXv2__c,External_Key__c,External_Organisation__c,Field_of_Education__c,Implementation_Year__c,IsComplete__c,Is_Curriculum_Approved__c,LMS_Content_Delivery_Location__c,LMS_Integration_Status__c,LMS_Site_URL__c,Left_Signature__c,Location__c,Location_Details__c,LogoUrl__c,Mark_Content_as_Complete__c,Mark_Design_Stage_as_Complete__c,Maximum_Participants__c,Minimum_Participants__c,Module_Category__c,Module_Type__c,More_Detailsv2__c,Name_Left_Indented__c,Name_Right_Indented__c,No_Hours_Per_Session__c,No_Of_Coaching_Sessions__c,No_of_Groups__c,Number_Of_Groups__c,OPE_Design_Complete__c,Other_Content_Delivery_Locationv2__c,Outcomev2__c,Overviewv2__c,Owning_Faculty__c,Owning_School_Discipline_Area__c,Position_Left_Indented__c,Position_Right_Indented__c,Previously_Developed_Content__c,Primary_Delivery_Platform__c,Proposal_Title__c,Provider__c,Recordtype_Name__c,Resource_Details__c,Right_Signature__c,Start_Date__c,Timeline__c,Type_of_Individual_Coaching__c,Unit_Category__c,Unit_Type__c,Volume_of_Learning_hours__c,Who_Should_Participatev2__c,Suggested_Delivery_Dates__c
[hed__Course__c],a0C8q0000005MubEAE,Developing Emotional Intelligence,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"Develop your emotional intelligence further by expanding your knowledge of;
<ul type=disc-Inter-personal and inter-group dynamics;
-EI practices and behaviours and recognising which characterise your current relational leadership style;
-Essential, contemporary EI practices for collaborative and productive working relationships;
-Positive responses to differing dynamics in high-pressure situations; and
-Strategies for continuous relational skills development, both personal and company-wide",,,EXOS0018,Virtual Workbook and Handouts,,Catering;Name Badges;Workbook Printed;Handouts Printed;Prework communications,Face to Face,,,"Evolve your emotional intelligence to foster successful workplace relationship, increase productivity and kick personal and organisational goals.",,1930-12-24,,"Use emotional intelligence to increase productivity and position yourself and your organisation to succeed in today's rapidly evolving world. Learn strategies to improve emotional intelligence in the workplace and develop a plan to continue this development with QUTeX's expert facilitator. With Developing Emotional Intelligence, you will discover how to build positive working relationships for yourself and your organisation.",,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,35,8,,,"<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more. https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"Possessing strong emotional awareness and a clear understanding of inter-personal and inter-group dynamics dramatically increases the likelihood of personal and organisational success. Leaders who successfully foster positive personal and professional relationships are self-aware, have a suite of communication techniques and build a culture of trust and cooperation.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,No LMS,,,Short Course,,,2019-01-01,,,,,6.5,"This workshop is for business leaders, managers, relationship managers, talent management and leadership development professionals looking for strategies to raise productivity, boost team morale and foster positive working relationships.",
[hed__Course__c],a0C8q0000005MucEAE,Disaster Response and Recovery,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"On successful completion of this course you will be able to:
-Identify and analyse issues that may be encountered during response and recovery to a major incident or disaster.
-Collaborate with others to manage the response and recovery phases of an emergency or disaster, based on an in-depth knowledge of relevant principles and practices.
-Critically evaluate the outcomes of early response and recovery and develop proposals to drive recovery, based on this analysis.
-Apply commonly used tools in project planning for recovery.",,,EXOS0019,,,Prework communications,Virtual Classroom,,,Develop the skills to assist organisations and communities to respond to and recover from disasters and major incidents.,,2023-10-10,,,,,,2022,FALSE,FALSE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,20,1,,,"This program is shared by postgraduate students in Health, and may involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"Learn how to implement a comprehensive disaster response and develop associated funding proposals in local, national and international contexts.
This four day intensive course covers the following areas of disaster response and recovery:
-Systems, structures and processes
-System continuity and recovery
-Community recovery
-Human and social considerations",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,Blackboard,,,Short Course,,,2019-01-01,,,,,26,"Anyone currently or potentially involved in or responsible for planning, preparation and management of essential services during major incidents and disasters.",
[hed__Course__c],a0C8q0000005MudEAE,Financial Literacy for Public Sector Business Managers,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"This workshop covers a range offinancial literacy for business managers, including:
-the importance of financial literacy and how accounting information is used in decision making;
-the difference between management (internal) reporting and financial (external) reporting;
-the financial reporting and audit requirements for Queensland public sector entities (including government departments, GOC's and statutory authorities) under the Financial Accountability Act 2009 and Financial and Performance Management Standards 2009;
-the role, importance and purpose of AASB accounting standards and their application to public sector entities;
-the various components of a Queensland public sector annual report;
-the difference between internal and external audits and the types of audit opinions;
-an overview of the three key financial statements, namely the balance sheet, income statement and statement of cash flows and tips on how to interpret and analyse these three financial statements and draw",,,EXOS0020,,,Prework communications,Virtual Classroom,,,"How to read, analyse and interpret financial information and assist in future decision-making.",,2023-09-07,,"Financial literacy and the ability to be able to read and interpret financial data is an essential skill for any manager or director.
This course has specifically been custom-designed to provide managers/board members of public sector entities with an overview of the importance of financial literacy and how financial information is used in decision-making within the context of Queensland government departments, GOC's and statutory authorities.",,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,25,8,,,"<h5 id=qutex-corporate-bundlesQUTeX Corporate BundlesUplift staff engagement, build trust, and increase retention with QUTeX Corporate Bundles.
You'll gain access to constantly evolving course content in Enterprise equipping your team with the skills to grow as leaders, manage complex challenges and adapt to change.
As your partner in professional development and executive education, QUTeX can create a powerful learning investment plan that aligns with your organisation's goals and meets the specific capability development needs of your team.
Clickhttps://www.qut.edu.au/study/professional-and-executive-education/for-organisations/qutex-corporate-bundleshere to find out more today!
<h5 id=customised-and-contextualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Austr",,,,,,,TRUE,,,"A Queensland public sector entity case study will be developed and used to bring to life these financial concepts in a practical and easy-to-understand way and apply the learning objectives covered in the course.
Participants will be guided through the various components of a Queensland public sectorannual report, including tips and techniques on how to read, analyse and draw conclusions about the financial statements. A range of interactive and hands-on activities will require participants to work together to analyse the financial statements and identify financial strengths, weaknesses and concerns of the entity.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,No LMS,,,Short Course,,,2019-01-01,,,,,6.5,"This course is suited for the following:
-board members/directors of Government Departments, GOC's and statutory authorities;
-senior managers such as department heads, director-generals, deputy director-generals and general managerswho are involved in the strategic direction of the organisation and are required to make planning and investment decisions based on financial data; and
-business managers of all levels who have input into the budget process or who are involved in reading and interpreting financial reports and reporting to managers above them with appropriate recommendations.",
[hed__Course__c],a0C8q0000005MueEAE,First Nations' Perspectives for Teaching and Learning,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"In this workshop, participants will be given an introduction to the key ideas and practices in Aboriginal and Torres Strait Islander education. They will learn respectful, informed and practical strategies to:
-explain First Nations' understandings of Country, Peoples and the relationships between all things;
-connect First Nations' perspectives to teaching practice;
-develop an action plan of next steps to further your own teaching practice.

This course includes an optional live 30-minute webinar with the facilitator. The webinar will also be recorded for participants to watch in their own time.",,,EXOS0021,,,Prework communications,Online,,,"Develop an action plan to embed Aboriginal and Torres Strait Islander perspectives into your early childhood service, classroom or school. Make your contribution to reconciliation and successful education experiences for all learners.",,1930-12-24,,"QUTeX develops the practical skills of educational professionals wanting to improve their performance in the classroom and gain real-world skills relevant to teaching students and learners today.

By the end of the course, participants will develop an action plan to embed First Nations' perspectives into their teaching that they can use straight away. They will be able to learn more about the place and people of their location and develop a tailored plan to use this information in their teaching.",,,,2022,FALSE,FALSE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,200,1,,,"This 1 � hour course will be held entirely online, via Blackboard, QUT's online learning platform. This course is self-paced, with students granted four weeks access to complete the course. You will be issued a Certificate of Attainment for 1.5 hours of CPD",,,,,,,TRUE,,,"Imparting Aboriginal and Torres Strait Islander histories and cultures in day-to-day teaching can help your students and young learners develop respect for diversity, build empathy and lay the foundations for reconciliation. In this course, you'll gain an introductory insight into First Nations' perspectives and develop an action plan tailored to your practice and education context.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,Blackboard,,,Short Course,,,2019-01-01,,,,,1.5,"Early childhood, primary and secondary teachers, early childhood educators, teaching assistants, curriculum-related positions, early childhood and school leaders.",
[hed__Course__c],a0C8q0000005MufEAE,Health Planning and Evaluation,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"Block OneModule 1 - The planning context which introduces planning, considers the context and culture in which planning takes place and different planning models.
Module 2 - Planning information which examines the role of information/data, business case development and stakeholder engagement in the planning process.
Block TwoModule 3 - Planning in action considers strategy development, selection and implementation together and the role of innovation together with an overview of specialist planning areas.
Module 4 - Planning evaluation addresses approaches and design of evaluation and monitoring as related to health planning.",,,EXOS0022,,,Prework communications,Virtual Classroom,,,"This course introduces the principles and practice of integrated health planning, and evaluates the effectiveness of health policies, planning and services.",,2023-11-07,,"On completion of this course you will be able to:
-identify contemporary integrated health planning approaches and explain the linkages between service, workforce, capital (including information and technology), program and corporate strategic planning
-articulate the different ways in which health planning is conceived and practised locally, nationally and internationally and account for these differences
-apply knowledge of health planning skills, principles, processes and tools including when and how to apply these based on the planning context and available resources
-compare and contrast the planning approaches that are used in specialist planning in the areas of service and program planning, with reference to key concepts, planning parameters, planning standards, planning techniques, policy and politics
-determine appropriate evaluation models, methods, processes and tools to compare the actual value of health plans, services and policy with expected outcomes.",,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,20,1,,,"This program is shared by postgraduate students in Health, and may involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"Effective responses from the health system to the major challenges of a rapidly changing world require effective financial, workforce and service planning. Planning is both a technical and political activity.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,No LMS,,,Short Course,,,2019-01-01,,,,,26,"Anyone seeking to develop skills and knowledge in the planning of health services, and the translation of health policy into practice.",
[hed__Course__c],a0C8q0000005MugEAE,Human Factors and Ergonomics,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"During this course you will learn how to:
-Analyse components of work systems and apply methods for measuring and classifying tasks and factors relevant to work assessment and design.
-Apply tools and techniques to assess cognitive and physical human factors/ergonomic (HFE) aspects as well as macro-ergonomic areas.
-Account for and debate the causes and effects of common HFE issues as well as the advantages and disadvantages of the various HFE tools and techniques available.

Participants will develop their understanding of the HFE systems approach as it applies to:
-human information processing and decision-making
-situational awareness
-team methods and communication
-mental and physical fatigue
-task analysis and human error
-design of work systems
-hazardous manual tasks
-musculoskeletal disorders
-training and learning, and
-participatory ergonomic interventions.",,,EXOS0023,,,Prework communications,Virtual Classroom,,,"Learn about the major individual, team and organisational factors relating to work system design and human performance in the workplace environment.",,1930-12-24,Faculty of Health - 141,"Knowledge of current methods and techniques commonly used in ergonomics is essential for any professional who wants to contribute effectively to the design, evaluation and improvement of tasks, work systems and occupational environments.",,,,2022,FALSE,FALSE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,20,1,,,"This program is shared by postgraduate students in Health, and will involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"This Human Factors/Ergonomics (HFE) short course covers the major individual, team and organisational factors relating to work system design and human performance in the workplace environment. The Occupational Health &amp; Safety (OHS) professional, especially, is expected to identify opportunities and investigate HFE issues to drive respective improvements in the workplace, including knowledge of when and how to engage a Certified Professional Ergonomist and critically interpret the findings of any HFE-related study.
Human Factors and Ergonomics is the scientific discipline of understanding interactions among humans and other elements of a system and planning, implementing and evaluating appropriate interventions. By applying appropriate theory and methods in the workplace, Occupational Health &amp; Safety (OHS) professionals as well as anyone interested in this field can help improve human performance and well-being and create benefits for the overall work system. Ergonomics promotes",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,QUT Canvas,,,Short Course,,,2019-01-01,,,,,40,"Occupational Health and Safety staff and any professional with a human-centered mindset from any industry sector (e.g., construction, energy, healthcare and transport) will benefit from the knowledge shared in this course which is delivered in a highly interactive learning environment and offers continuous support with access to additional material.",
[hed__Course__c],a0C8q0000005MuhEAE,Inclusive Education: Core concepts and essential knowledge,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"This online course covers a range of topics around inclusive education, including:
1. What is inclusive education?<br /2. Does inclusion work?<br /3. Fundamental concepts <br /4. The legal foundations<br /5. Inclusive education in context",,,EXOS0024,,,Prework communications,Online,,,Gain essential knowledge to make inclusive education work for all children and young people.,,1930-12-24,QUT College - 143,"Build the skills and knowledge necessary to make inclusive education work for all children and young people. Learn about the Australian and international laws and systems, and discover the historical, legal and educational influences on the development of inclusive education practices. Gain the deep conceptual knowledge that teachers need to be able to design learning experiences, assessments and environments that are accessible to all students.",,,,2023,FALSE,FALSE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,200,1,,,"Module Plus  Inclusive education: Core concepts and essential knowledgeExtend your learning with the https://www.qut.edu.au/study/professional-and-executive-education/courses/module-plus-inclusive-education-core-concepts-and-essential-knowledgeModule Plus. In the Module Plus, participants will apply the knowledge they acquired in the first module by completing an authentic assessment that can be used in their workplace. On completion of the Module Plus, participants will also earn credit for a postgraduate unit. For more information, click https://www.qut.edu.au/study/professional-and-executive-education/courses/module-plus-inclusive-education-core-concepts-and-essential-knowledgehere.
<img src=https://cms.qut.edu.au/__data/assets/image/0003/1009065/EDU_Online-module-pathway-diagram.png alt=EDU Module Pathway width=730 height=115 /
Get future fit. Fast.Interested in other Education courses that follow the same format as this one? Explore each course below:
-https://www.qut.edu.au/study",,,,,,,TRUE,,,"Inclusive education is a fundamental human right that enables all other rights. It involves the provision of equitable learning opportunities to all students across all levels of education through the removal of barriers to access and participation. When enacted well, inclusion is a process that benefits all students. In this course, you will learn about the fundamental concepts, research evidence, international laws, and national legislation underpinning inclusion. You will understand how and why genuine inclusion differs from other forms of education provision, and what practices are necessary to achieve and sustain it.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,QUT Canvas,,,Short Course,,,2019-01-01,,,,,13,"<em </emPractitioners and parents interested in achieving genuine inclusion, including principals, teachers, teacher aides, school counsellors, and allied health professionals.
For Australian educators, this module aligns with the following Australian Professional Standards for Teachers (APST):<br /<img src=https://cms.qut.edu.au/__data/assets/image/0019/1021924/DET-QLD-Preferred-Supplier-2021_sml.png alt=EDU DET Preferred Supplier Logo 2021 style=font-size: 0.98em; width=160 height=160 align=left /
1.1 Physical, social and intellectual development and characteristics of students<br /1.3 Students with diverse linguistic, cultural, religious and socioeconomic backgrounds<br /1.5 Differentiate teaching to meet the specific learning needs of students across the full range of abilities<br /1.6 Strategies to support full participation of students with disability<br /4.1 Support student participation<br /6.2 Engage in professional learning and improve practice
This online module is open for ",
[hed__Course__c],a0C8q0000005MuiEAE,Inclusive Strategies for the Autism spectrum,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"By completing this online module, you will:
-Understand the characteristics and behavioural features of children and adolescents on the autism spectrum
-Learn evidence-based universal strategies for learners on the autism spectrum in inclusive environments",,,EXOS0025,,,Prework communications,Online,,,Explore characteristics of learners on the autism spectrum and discover how to apply universal evidence-based strategies to support their learning in inclusive education environments.,,2023-11-23,,"This module will cover the characteristics of children and adolescents on the autism spectrum and appropriate universal teaching strategies in a range of inclusive education environments (e.g. early childhood and care settings, primary school, middle years and senior years). You'll learn how to apply Universal Design for Learning (UDL) as a strategy to help children and adolescents on the autism spectrum improve their participation, engagement and achievement in inclusive education environments.",,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,200,1,,,"Module Plus Inclusive strategies for the autism spectrumExtend your learning with the https://www.qut.edu.au/study/professional-and-executive-education/courses/module-plus-inclusive-strategies-for-the-autism-spectrumModule Plus. In the Module Plus, participants will apply the knowledge they acquired in the first module by completing an authentic assessment that can be used in their workplace. On completion of the Module Plus, participants will also earn credit for a postgraduate unit. For more information, please click https://www.qut.edu.au/study/professional-and-executive-education/courses/module-plus-inclusive-strategies-for-the-autism-spectrumhere.
<img src=https://cms.qut.edu.au/__data/assets/image/0003/1009065/EDU_Online-module-pathway-diagram.png alt=EDU Module Pathway width=730 height=115 /
Get future fit. Fast.Interested in other Education courses that follow the same format as this one? Explore each course below:
-https://www.qut.edu.au/study/professional-and-executive-educat",,,,,,,TRUE,,,"With the majority of children and adolescents on the spectrum now attending inclusive education environments, it is essential to be aware of the challenges these complex environments can create for this group of learners. This module aims to support educators, parents/carers, specialist and support staff in developing and demonstrating their understanding of the profiles and needs of children and adolescents on the autism spectrum in order for appropriate adjustments and supports to be put in place.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,No LMS,,,Short Course,,,2019-01-01,,,,,13,"Educators across a range of learning contexts who want to understand the characteristics of learners on the autism spectrum that may impact their participation, engagement and achievement in inclusive settings. This workshop may also be relevant for parents, allied health professionals and ancillary staff (e.g. teacher aides) to help them understand the strengths and needs of children and adolescents on the autism spectrum and how to effectively plan for inclusive settings/environments.
For Australian educators, this module aligns with the following Australian Professional Standards for Teachers (APST):<br /<img src=https://cms.qut.edu.au/__data/assets/image/0019/1021924/DET-QLD-Preferred-Supplier-2021_sml.png alt=EDU DET Preferred Supplier Logo 2021 style=font-size: 0.98em; width=160 height=160 align=left /
1.1 Physical, social and intellectual development and characteristics of students<br /1.3 Students with diverse linguistic, cultural, religious and socioeconomic backgrounds<br /1.",
[hed__Course__c],a0C8q0000005MujEAE,Indigenous Perspectives and Knowledges in Learning and Teaching,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"This course will cover a range of topics, including:
-Outline key principles underpinning the sovereignty of First Nations people in Australia, as described in the international right mechanisms of relevance to Indigenous Peoples: The Human Rights Declaration, the Declaration on the Rights of Indigenous Peoples;
-Describe the diversity of First Nations people in Australia; and
-Apply your knowledge of Indigenous perspectives and protocols for respectful engagement with Indigenous people to your practice within a Higher Education context.",,,EXOS0026,,,Prework communications,Virtual Classroom,,,Explore ways to successfully engage with and integrate Indigenous perspectives into your approaches to teaching and learning within a Higher Education context.,,1930-12-24,QUTeX - 125,The course will equip you to integrate and embed Indigenous perspectives into practice within your discipline area. It will also give you a grounding for an application for recognition as an Associate Fellow (Indigenous) of the HEA and demonstrate your commitment to integrating Indigenous perspectives into the curriculum.,,,,2022,FALSE,FALSE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,30,10,,,"Customised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more. https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"This course will provide you with an understanding and starting point in how to embed Indigenous perspectives into your educational practice. It addresses key principles underpinning the sovereignty of Aboriginal and Torres Strait Islander Peoples in Australia, and uses a Rights-based pedagogical framework to reflect on the importance of integrating Indigenous perspectives throughout the curriculum. You will undertake your learning through a process of reflection, inquiry, collaboration and connection with peers.
This course provides a pathway to apply for the world-first accredited specialist Associate Fellow (Indigenous) of the HEA which recognises your effective integration of Indigenous perspectives into specific areas of educational activity.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,QUT Canvas,,,Short Course,,,2019-01-01,,,,,6.5,Academic and professional staff engaged in teaching and support for learning in the higher education sector.,
[hed__Course__c],a0C8q0000005MukEAE,Leadership in Disaster Management,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"Learn how to:
-apply systems thinking in a disaster, and hear how experts in the field have done this in practice
-give media briefings, respond to journalists' questions and practice these skills
-apply leadership theories in complex decision-making and reflect on your own leadership style/preferences
-analyse case studies of responses to cascading events in recent times, such as bushfires, Covid-19 and the on-going threat of climate change.",,,EXOS0028,,,Prework communications,Blended,,,"What kind of leader will you be in a crisis? With increasing frequency of pandemics, climate-related disasters and other adverse events, there has never been a more important time to be prepared to lead your organisation through difficult times.",,1930-12-24,Faculty of Health - 141,"Find out about the latest in Disaster Management research and how to practically apply this knowledge in local, national and international contexts. This is your opportunity to ask questions of experts and broaden your understanding of what makes an effective leader, and subsequently a resilient organisation, in a disaster or pandemic situation.",,,,2022,FALSE,FALSE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,20,1,,,"Successful completion of the assessment module offers the opportunity to receive credit (advanced standing) towards a relevant postgraduate qualification.
This program is shared by postgraduate students in Health, and may involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"This short course teaches essential leadership skills for decision-making in complex, rapidly changing environments, such as disasters and pandemics. <br /Meet and learn from leaders in the fields of Health, Emergency Management, Defence, Community Development and Recovery and Media Crisis Management.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,QUT Canvas,,,Short Course,,,2019-01-01,,,,,26,"This course is ideal for people who are likely to be responsible for designing disaster response arrangements and instructing others in those arrangements. On completion, participants will have the tools and understanding required to manage health, government, or community organisations to rebound and respond following adverse events.L<emeadership in Disaster Management </emis one of four courses that make up the <emGraduate Certificate in Disaster Management </emqualification.",
[hed__Course__c],a0C8q0000005MulEAE,Being Strategic: Thinking and Acting with Impact,0128q0000004KoxAAE,0019n000001yOepAAE,Certificate of Participation,,,"On completion of this course you will be able to:

Understand the purpose of strategic leadership and governance
Explain organisational culture and how it impacts organisational performance and teams
Explain how to review complex problems using systems thinking and strategic thinking
Apply reflective practice principles to foster continuous improvement
Understand the principles of ethical leadership
Apply a decision-making process to lead a mature organisation",,,EXOS0051,,,Catering;Name Badges;Workbook Printed;Handouts Printed;Prework communications,Face to Face,,,"Leadership is often seen as a complex skill, but with the right tools you can quickly become a confident and self-aware leader, with the skills and knowledge to improve organisational performance and social impact.",,2023-10-16,,"This course is suitable for members of boards/directors, CEOs and senior managers from nonprofit and social enterprise organisations.

It will help you improve your personal and organisational performance; increase your confidence and give you practical strategies to help you model strategic leadership and governance.  We encourage at least two people from your organisation to attend together, however individuals are also encouraged to register.",,,,2023,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,35,10,,,"Partnering with QUTeX is Hand Heart Pocket the Charity of Freemasons Queensland

Hand Heart Pocket is a philanthropic foundation established by the Freemasons of Queensland with a history of helping the community for more than 110 years. We partner with other charities and philanthropists to help create positive change for people in need, particularly for youth at risk. We also back Freemasons in hundreds of local community initiatives each year.

The Hand Heart Pocket subsidy is available to not-for-profit, social enterprise and government organisations working with the community and social impact sector. During the enrolment process, you will need to provide the following details to confirm your eligibility:

ABN (11 digit number)
Link to your organisations� entry on the ACNC Charity Register if you are a charity OR
Details to verify you are a social enterprise or Government Agency working in the community sector",,,,,,,TRUE,,,"Over the last few years, it has become clear that good governance and leadership is critical, with reflective practice, creativity and empathy being core attributes of effective leaders and directors who don�t burn out but are able to use effective strategic thinking and decision making in a complex and changing environment.

This is a leadership development opportunity designed to equip you with fresh strategic insights and practical ideas for enabling good leadership and governance. It is highly interactive to help you increase your self-awareness and understand your personal impact and influence when leading a team and organisation. You will learn fundamental leadership concepts and principles, and reflect on your values, wellbeing, and performance so that you can best manage the demands and expectations of a leadership role.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,No LMS,,,Short Course,,,2019-01-01,,,,,6.5,,
