_,Id,ValidationStatus,PublishStatus,VersionNumber,IsLatestVersion,IsVisibleInApp,IsVisibleInPkb,IsVisibleInCsp,IsVisibleInPrm,Language,Title,UrlName,ArchivedDate,ArchivedById,Summary,NextReviewDate,LargeLanguageModel,ArticleNumber,FirstPublishedDate,LastPublishedDate,ArticleArchivedById,ArticleArchivedDate,ArticleCaseAttachCount,ArticleCreatedById,ArticleCreatedDate,ArticleTotalViewCount,SourceId,AssignedToId,AssignedById,AssignmentDate,AssignmentDueDate,AssignmentNote,MigratedToFromArticleVersion,Article_Details__c
[Knowledge__kav],ka0Om0000000OWzIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Course withdrawal,Course-withdrawal,,,,,,1199,2023-12-18T00:59:11.000+0000,2023-12-18T00:59:11.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:59:01.000+0000,3,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">As an international student visa holder, you are required to maintain enrolment in each compulsory study period. Students who are not enrolled or on an approved leave of absence in a compulsory study period are withdrawn from their course and have their CoE(s) cancelled. If your leave of absence request is not approved, you will be required to submit a new application to QUT to be re-admitted into a future intake.</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Before withdrawing from your course, you can access free, confidential counselling regarding your struggles with your studies. QUT�s counsellors are trained professionals and can help you manage your study and deal with stressful events. For further details on </span></span><a href=""https://qutvirtual4.qut.edu.au/group/international-students/safety-health-and-wellbeing/advice-and-counselling"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">advice and counselling for international students</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;"">, please visit the HiQ website.</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">If you do decide to withdraw from your course at QUT, follow the steps online which details </span></span><a href=""https://qutvirtual4.qut.edu.au/group/student/enrolment/withdraw-from-your-course"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">how to withdraw from your course</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;""> via your Study Plan in eStudent.</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Please note you can submit a request for your refund of tuition fees via the�</span></span><a href=""https://qutvirtual4.qut.edu.au/web/qut/after-leaving-qut/student-fee-refunds#h2-1"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">QUT website.</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;"">�Please also refer to our�</span></span><a href=""https://qutvirtual4.qut.edu.au/web/qut/after-leaving-qut/student-fee-refunds/international-student-fee-and-refund-policies/international-student-refund-policy"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">International Student Refund Policy</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;"">.��</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">For further assistance with your request for a refund, please contact�</span></span><a href=""mailto:fees@qut.edu.au"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">fees@qut.edu.au</span></a>��</span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">It is important to note that withdrawing from your course will take effect immediately and cannot be reversed online.</span></span></span>"
[Knowledge__kav],ka0Om0000000OVNIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,University Transfer/ Letter of Release,University-Transfer-Letter-of-Release,,,,,,1198,2023-12-18T00:58:30.000+0000,2023-12-18T00:58:30.000+0000,,,1,0058q000000I8fsAAC,2023-12-18T00:58:18.000+0000,3,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">If you have an international student visa and you want to change to another education provider before completing six months of your principal course, usually a Bachelor or Masters degree, you&#39;ll need to submit a request to transfer. Prior to the 2018 National Code changes this process was previously referred to as letter of release.</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">This applies even if you haven&#39;t started your principal course, or are studying an English language or academic preparation program. </span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">If you have compassionate or compelling circumstances you can request to transfer to another education provider with supporting documentation.</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">To apply for a request to transfer:</span></span></span></span><ul><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">review our </span></span><a href=""https://cms.qut.edu.au/__data/assets/pdf_file/0007/274426/QUT-International-Student-Transfer-Policy.pdf"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">International Student Transfer Policy (PDF file, 87.6KB)</span></a> </span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">submit a </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://cianywhere.qut.edu.au/T1SAMSPRD/CiAnywhere/Web/SAMSPRD/Forms/FillOut/AuthenticatedFillOut?formDef=46b1bb6332fa957423213cb3ba98ee59&amp;suite=SM"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">request to transfer</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> along with any supporting documents required.</span></span></span></li></ul>"
[Knowledge__kav],ka0Om0000000OTlIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Application process � agent,Application-process-agent,,,,,,1197,2023-12-18T00:53:03.000+0000,2023-12-18T00:53:03.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:52:53.000+0000,2,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">If applying through an agent, you will still need to submit your application via QTAC. However, you can �nominate� that you are using an agent during this application process. The agent will then need to submit a �</span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://cms.qut.edu.au/__data/assets/word_doc/0017/308114/QTAC-agent-form.docx"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">QTAC agent nomination form�</span></a>.</span></span>"
[Knowledge__kav],ka0Om0000000OS9IAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Application process � direct,Application-process-direct,,,,,,1196,2023-12-18T00:49:04.000+0000,2023-12-18T00:49:04.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:48:53.000+0000,2,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">All international students studying the Australian high school curriculum must submit their application via QTAC. There is no need to submit a separate application via the QUT website.</span></span></span>"
[Knowledge__kav],ka0Om0000000OQXIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,QTAC application deadline,QTAC-application-deadline,,,,,,1195,2023-12-18T00:48:23.000+0000,2023-12-18T00:48:23.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:48:14.000+0000,1,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">Please ensure to submit your QTAC application before the end of year 12. If you missed this deadline, you could apply directly to QUT via </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://student-qut.studylink.com/"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">QUT Application Portal.</span></a></span></span>"
[Knowledge__kav],ka0Om0000000OOvIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,ATAR ineligible,ATAR-ineligible,,,,,,1194,2023-12-18T00:47:42.000+0000,2023-12-18T00:47:42.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:47:31.000+0000,0,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">All onshore high school students must submit their application via QTAC � regardless of if they are ATAR eligible or ineligible. For students who don�t meet direct entry into their preferred degree, they will be automatically offered the appropriate Foundation or Diploma pathways.</span></span></span>"
[Knowledge__kav],ka0Om0000000ONJIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Multiple nominated QUT courses,Multiple-nominated-QUT-courses,,,,,,1193,2023-12-18T00:46:20.000+0000,2023-12-18T00:46:20.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:46:10.000+0000,1,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">QUT will email a conditional offer for your highest nominated QUT course.</span></span>"
[Knowledge__kav],ka0Om0000000OLhIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,OSHC Support,OSHC-Support,,,,,,1191,2023-12-18T00:45:56.000+0000,2023-12-18T00:45:56.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:45:29.000+0000,0,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">QUT offers drop-in and online support sessions for students with Medibank Representatives on Monday, Tuesday, and Thursdays.</span></span></span></span><br>�<ul><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Monday <b>Drop-in</b> at Gardens Point, V Block Level 3. Available 9:00am-12:00pm</span></span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Tuesday <b>Drop-in</b> at Kelvin Gove, R Block Level 2. Available 9:30am-4:00pm</span></span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Tuesday and Thursday <b>Online Sessions</b> via Zoom. Available 3:30pm-4:30pm</span></span></span></span></li></ul><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">To attend an online session during the times above, click the zoom link: </span></span><a href=""https://medibank.zoom.us/j/65743351956"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">https://medibank.zoom.us/j/65743351956</span></a>�</span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">For further queries related to OSHC, contact the Medibank team directly on </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""mailto:oshc@medibank.com.au"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">oshc@medibank.com.au</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> or call them on 134 148. For more information, visit </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://qutvirtual4.qut.edu.au/group/student/enrolment/your-fees/study-costs/overseas-student-health-cover"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">Overseas Student Health Cover</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> on HiQ (login required).</span></span></span>"
[Knowledge__kav],ka0Om0000000MesIAE,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Accepting your offer - agent,Accepting-your-offer-agent,,,,,,1192,2023-12-18T00:45:49.000+0000,2023-12-18T00:45:49.000+0000,,,1,0058q000000I8fsAAC,2023-12-18T00:45:39.000+0000,9,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">Your agent will assist you through the acceptance steps. Please contact your agent to proceed with your acceptance via the QUT application portal.</span></span></span>"
[Knowledge__kav],ka0Om0000000OK5IAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Accepting your offer � direct,Accepting-your-offer-direct,,,,,,1190,2023-12-18T00:45:12.000+0000,2023-12-18T00:45:12.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:45:00.000+0000,3,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">When your final Year 12 results are released, check that you have met all the requirements for your offer (i.e., your academic requirements and your English requirements).</span></span></span></span><ol><li style=""margin-left: 32px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Login to the </span></span><a href=""https://student-qut.studylink.com/"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">QUT Application Portal</span></a></span></span></li><li style=""margin-left: 32px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;"">Go to �Respond to offer� and select �Accept�.</span></span></span></li><li style=""margin-left: 32px;""><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Complete the acceptance of offer form and details. </span></span></span></span></li></ol><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">You will then be taken to a payment portal to finalise your payment.</span></span></span>"
